lat,lon,uv_month_1,uv_month_2,uv_month_3,uv_month_4,uv_month_5,uv_month_6,uv_month_7,uv_month_8,uv_month_9,uv_month_10,uv_month_11,uv_month_12
23.56,11.82,1.2600280504908836,1.6378120184899847,2.073870967741936,2.3739420289855073,2.520967741935484,2.633695652173913,2.8413604488078543,2.683688639551192,2.358405797101449,1.836704067321178,1.38131884057971,1.1409396914446004
24.56,-5.18,1.0272510518934082,1.344191063174114,1.748415147265077,2.149942028985507,2.3009116409537165,2.3442608695652174,2.315413744740533,2.2230294530154278,1.9224782608695652,1.5689621318373073,1.1621014492753623,0.92328190743338
24.56,-4.18,1.043899018232819,1.343959938366718,1.7661991584852734,2.1470434782608696,2.2936465638148666,2.3519130434782607,2.3447545582047686,2.237517531556802,1.94268115942029,1.5788359046283311,1.2019275362318842,0.9190883590462834
24.56,-3.18,1.0251051893408134,1.3232203389830508,1.7544740532959326,2.162231884057971,2.3099579242636747,2.3870724637681158,2.3700140252454416,2.2454978962131835,1.9557826086956522,1.5913464235624124,1.2077971014492754,0.943618513323983
24.56,-2.18,1.0414586255259466,1.3553929121725732,1.7604347826086957,2.173260869565217,2.3088920056100983,2.399840579710145,2.3907152875175313,2.2500561009817672,1.9594049346879536,1.5903366058906032,1.1934347826086957,0.9337447405329593
24.56,-1.18,1.0523141654978962,1.3973651771956856,1.7933520336605893,2.196695652173913,2.3298597475455822,2.3999565217391305,2.39218793828892,2.2589340813464234,1.958867924528302,1.5950490883590462,1.2008985507246377,0.9511500701262271
24.56,-0.18,1.090350631136045,1.4394915254237288,1.8520056100981768,2.2232173913043476,2.363604488078541,2.4341884057971015,2.427868162692847,2.2490883590462833,2.0049565217391305,1.649200561009818,1.2071304347826086,0.9758064516129032
24.56,0.82,1.0727068723702666,1.4053158705701079,1.7906451612903227,2.162086956521739,2.3186535764375877,2.3831594202898554,2.4080504908835905,2.2233800841514726,1.9850434782608697,1.5949929873772792,1.1950289855072465,0.9633239831697055
24.56,1.82,1.0955539971949508,1.4185516178736517,1.843071528751753,2.206623188405797,2.36179523141655,2.388376811594203,2.4236605890603085,2.2444740532959324,2.0110740203193034,1.6269985974754557,1.2239130434782608,0.9869004207573632
24.56,2.82,1.0914586255259469,1.4092604006163327,1.8337307152875175,2.212666666666667,2.3811500701262274,2.3965797101449278,2.444572230014025,2.264249649368864,2.023724637681159,1.637671809256662,1.2235942028985507,0.9842215988779803
24.56,3.82,1.1244179523141655,1.4648228043143297,1.922819074333801,2.3010869565217393,2.42969144460028,2.4647536231884057,2.563478260869565,2.3845582047685836,2.1065507246376813,1.677671809256662,1.2540579710144928,1.0114446002805049
24.56,4.82,1.1402524544179524,1.4899383667180277,1.9753295932678823,2.3491014492753624,2.4573211781206172,2.4969565217391305,2.6081486676016827,2.4209256661991585,2.1289565217391306,1.7044880785413745,1.283536231884058,1.0295792426367463
24.56,5.82,1.161514726507714,1.5087057010785825,1.9409116409537166,2.286608695652174,2.465834502103787,2.5501159420289854,2.7087377279102385,2.5238849929873775,2.213057971014493,1.7349789621318372,1.301072463768116,1.051234221598878
24.56,6.82,1.182819074333801,1.53115562403698,1.9928050490883589,2.3838260869565215,2.5410799438990184,2.600840579710145,2.746058906030856,2.5398457223001403,2.1945652173913044,1.7460729312762975,1.3176521739130433,1.0677279102384292
24.56,7.82,1.1810098176718091,1.5414483821263483,2.0088639551192147,2.374420289855072,2.533057503506311,2.60668115942029,2.7992005610098176,2.5696072931276297,2.2478695652173912,1.7565497896213185,1.3119565217391305,1.057952314165498
